_index,_index_f1,start,end,Form 2: This form is regarding water quality and solid waste,Section 1: General information and safety ,safety,team_code,rhs_lhs,location,lat,long,Section 2. The next set of questions will be related to water quality  and stormwater connections. ,,,inlets,inlets_pic,,unauthorised_inlets,unauthorised_inlets_pic,,observations,water_stagnant,water_contamination,water_colour,water_turbidity,water_smell,water_pic,,Section 3. Next set of questions are about solid waste and clean up efforts.,sw_inside,sw_inside_type,sw_inside_source,sw_inside_pic,,sw_outside,sw_outside_type,sw_outside_source,sw_outside_pic,,sw_clean_up,,,,community_engagement,,,,,,community_engagement_pic,,outdated,,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,outdated,_tags,meta/rootUuid,_drain,_drain_secondary,_team_name
_index_old,_index_new,start,end,,,_1_1_Your_safety_is_our_priority,_1_2_Team_code,_1_3_Enter_Right_hand_as_per_the_My_Maps,_1_4_Record_your_curr_lways_select_precise,,,,,,_2_1_Do_you_see_storm_onnecting_to_the_SWD,_2_2_Take_a_picture_o_r_connections_inlets,,_2_3_Can_you_see_any_ts_connecting_to_SWD,_2_4_Please_take_a_pi_d_connections_inlets,,_2_5_Any_other_observ_tion_please_specify,_2_6_Is_the_water_stagnant_or_flowing,_2_7_Signs_of_contami_n_visible_indicators,_2_8_How_would_you_de_ibe_the_water_colour,_2_9_How_would_you_describe_the_turbidity,_2_10_How_would_you_d_ribe_the_odour_smell,water_turbidity_pic,,,_3_1_Is_there_solid_waste_inside_the_SWD,_3_2_Type_of_solid_wa_Based_on_observation,_3_3_Likely_source_of_waste,_3_4_Click_an_image_o_waste_inside_the_SWD,,_3_5_Is_there_solid_w_ste_outside_the_SWD,_3_6_Type_of_waste_ou_Based_on_observation,_3_7_Likely_source_of_aste_outside_the_SWD,_3_8_Click_a_image_of_aste_outside_the_SWD,,_3_9_Are_there_signs_of_clean_up_effort,,,,_3_10_Are_there_any_s_community_engagement,,,,,,_3_11_Please_take_a_p_community_engagement,,Thank_you_for_filling_the_audit_form,_id,_uuid,_submission_time,,_notes,_status,_submitted_by,__version__,_tags,meta/rootUuid,_drain,,_team_name
250,264,2026-04-27T08:52:46.015+05:30,2026-04-27T09:08:51.965+05:30,,,yes__i_feel_safe_to_conduct_audit,A53,lhs,"12.9516344, 77.5515824",12.9516344,77.5515824,,,,no,,,Yes,1777260844264.jpg,,Chawl houses right next to the drain ,Flowing,Solid Particles Or Oily Film On Water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1777260931437.jpg,,,Yes,Household (mostly),Houses around the drain,1777261059708.jpg,,No,No waste,Nil,1777261084360.jpg,,yes,,,,Not Applicable,,,,,,1777261125634.jpg,,OK,736337309,5a0ec85c-bd21-4b93-88de-b84ef450768e,2026-04-27T05:57:44,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:5a0ec85c-bd21-4b93-88de-b84ef450768e,,V120,BMSCA
251,285,2026-04-27T11:16:57.971+05:30,2026-04-27T11:20:47.420+05:30,,,yes__i_feel_safe_to_conduct_audit,A56,rhs,"12.9564157, 77.5427899",12.9564157,77.5427899,,,,no,,,Yes,1777268900622.jpg,,No,Flowing,Solid Particles Or Oily Film On Water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1777268960266.jpg,,,Yes,Household (mostly),Homes near by,1777268992673.jpg,,Yes,Household (mostly),Home,1777269013587.jpg,,no,,,,Not Applicable,,,,,,,,OK,736333808,464abb07-e96c-4875-affc-9871d6dda9ea,2026-04-27T05:52:05,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:464abb07-e96c-4875-affc-9871d6dda9ea,V100,,BMSCA
252,284,2026-04-27T10:51:24.033+05:30,2026-04-27T10:55:56.464+05:30,,,yes__i_feel_safe_to_conduct_audit,A56,rhs,"12.9543821, 77.5419072",12.9543821,77.5419072,,,,yes,1777267410048.jpg,,Yes,1777267378878.jpg,,"Little froth
",Flowing,Solid Particles Or Oily Film On Water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1777267447065.jpg,,,Yes,Commercial Mostly,Commercial buildinfs around it,1777267490213.jpg,,No,No waste,,1777267525719.jpg,,not_applicable,,,,Not Applicable,,,,,,,,OK,736333733,ae29c2cf-3a8c-44f9-9edc-8bb9c3fff1ae,2026-04-27T05:51:59,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:ae29c2cf-3a8c-44f9-9edc-8bb9c3fff1ae,V100,,BMSCA
253,283,2026-04-27T10:33:04.454+05:30,2026-04-27T10:40:30.585+05:30,,,yes__i_feel_safe_to_conduct_audit,A56,rhs,"12.9528429, 77.542153",12.9528429,77.542153,,,,no,,,No,,,Garbage mounted on the side ,Flowing,Black or grey water,Greenish,Cloudy,Strong smell of sewage (unable to stand near the SWD),1777266454064.jpg,,,Yes,Commercial Mostly,Commercial waste ,1777266533675.jpg,,Yes,Construction Debris,"Constructional waste 
",1777266594790.jpg,,yes,,,,Plants,,,,,,1777266626026.jpg,,OK,736333646,798f698e-c4c1-47b0-9a42-0617109a1710,2026-04-27T05:51:52,no,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:798f698e-c4c1-47b0-9a42-0617109a1710,,V120,BMSCA
254,282,2026-04-27T10:04:41.855+05:30,2026-04-27T10:10:27.786+05:30,,,yes__i_feel_safe_to_conduct_audit,A56,rhs,"12.9511843, 77.5449484",12.9511843,77.5449484,,,,no,,,Yes,1777264604699.jpg,,A lot of vegetation ,Flowing,Solid Particles Or Oily Film On Water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1777264668240.jpg,,,Yes,Household (mostly),Residential ,1777264711543.jpg,,No,No waste,Residential,,,yes,,,,Murals Plants,,,,,,1777264804732.jpg,,OK,736333579,146f5971-ec67-4888-97a6-d8f925ed25cf,2026-04-27T05:51:47,no,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:146f5971-ec67-4888-97a6-d8f925ed25cf,,V120,BMSCA
255,281,2026-04-27T09:31:30.431+05:30,2026-04-27T09:44:46.046+05:30,,,yes__i_feel_safe_to_conduct_audit,A56,rhs,"12.9520822, 77.5477388",12.9520822,77.5477388,,,,no,,,Yes,1777262801240.jpg,,Lot of vegetation inside the drain ,Flowing,Black or grey water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1777263106364.jpg,,,Yes,Commercial Mostly,Commercial building  next to it ,1777263189553.jpg,,Yes,Commercial (mostly),Commercial  building waste ,1777263248204.jpg,,yes,,,,Plants,,,,,,1777263277677.jpg,,OK,736333488,ea579d5c-a9ed-4907-864a-8aa1169dba59,2026-04-27T05:51:41,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:ea579d5c-a9ed-4907-864a-8aa1169dba59,,V120,BMSCA
256,280,2026-04-27T09:02:51.377+05:30,2026-04-27T09:21:52.855+05:30,,,yes__i_feel_safe_to_conduct_audit,A56,rhs,"12.9522318, 77.5506183",12.9522318,77.5506183,,,,yes,1777261415424.jpg,,Yes,1777261871516.jpg,,Extremely unhygienic ,Flowing,Solid Particles Or Oily Film On Water,Greenish,Cloudy,Less odour (I am able to stand near the SWD),1777261592400.jpg,,,Yes,Commercial Mostly,Garbage trucks nearby by,1777261737474.jpg,,Yes,Commercial (mostly),Nearby garbage trucks,1777261770119.jpg,,no,,,,Not Applicable,,,,,,,,OK,736333433,b0556bc9-101a-470b-9914-89662d724c4b,2026-04-27T05:51:37,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:b0556bc9-101a-470b-9914-89662d724c4b,,V120,BMSCA
257,279,2026-04-27T08:51:29.071+05:30,2026-04-27T09:01:02.375+05:30,,,yes__i_feel_safe_to_conduct_audit,A56,rhs,"12.9516813, 77.5536603",12.9516813,77.5536603,,,,yes,1777260227043.jpg,,No,,,,Flowing,Solid Particles Or Oily Film On Water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1777260424386.jpg,,,Yes,Household (mostly),Residences nearby,1777260518459.jpg,,Yes,Household (mostly),Residences nearby,1777260558808.jpg,,no,,,,Plants,,,,,,1777260652517.jpg,,OK,736333388,9b81acf7-6035-4312-a96a-f032333d39a7,2026-04-27T05:51:33,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:9b81acf7-6035-4312-a96a-f032333d39a7,,V120,BMSCA
258,263,2026-04-27T10:49:46.432+05:30,2026-04-27T10:53:56.597+05:30,,,yes__i_feel_safe_to_conduct_audit,A54,rhs,"12.9589202, 77.5439474",12.9589202,77.5439474,,,,no,,,Yes,1777267288183.jpg,,,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1777267347375.jpg,,,Yes,Mixed,,1777267371222.jpg,,Yes,Mixed,,1777267398675.jpg,,no,,,,Not Applicable,,,,,,1777267431464.jpg,,OK,736316225,72b4eb38-5651-410a-a738-c0cbf577ddee,2026-04-27T05:24:06,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:72b4eb38-5651-410a-a738-c0cbf577ddee,V100,,BMSCA
259,261,2026-04-27T10:40:39.596+05:30,2026-04-27T10:42:25.310+05:30,,,no__do_not_want_to_conduct_survey,A50,rhs,"12.9580987, 77.5438522",12.9580987,77.5438522,,,,Cannot see,,,Cannot see,,,,Cannot see,Cannot See,Cannot see,Cannot see,Cannot See,,,,Cannot See,Cannot See,,1777266703687.jpg,,Yes,Commercial (mostly),,1777266726848.jpg,,not_applicable,,,,Not Applicable,,,,,,,,OK,736310147,07d4d0b0-0f48-4742-9429-e28a176e600a,2026-04-27T05:13:43,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:07d4d0b0-0f48-4742-9429-e28a176e600a,V100,,BMSCA
260,260,2026-04-27T10:26:01.474+05:30,2026-04-27T10:29:04.419+05:30,,,no__do_not_want_to_conduct_survey,A50,lhs,"12.955871, 77.5423949",12.955871,77.5423949,,,,no,,,No,,,,Flowing,Black or grey water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1777265858111.jpg,,,Yes,Commercial Mostly,,1777265900443.jpg,,Yes,Mixed,,1777265929179.jpg,,no,,,,Not Applicable,,,,,,,,OK,736310125,ec4f0997-0718-466f-ac66-2c8fdd310ff1,2026-04-27T05:13:41,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:ec4f0997-0718-466f-ac66-2c8fdd310ff1,V100,,BMSCA
261,259,2026-04-27T10:03:56.532+05:30,2026-04-27T10:05:55.509+05:30,,,no__do_not_want_to_conduct_survey,A50,rhs,"12.9528874, 77.5417371",12.9528874,77.5417371,,,,no,,,No,,,,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1777264513940.jpg,,,Yes,Commercial Mostly,,1777264532615.jpg,,Yes,Commercial (mostly),,1777264544746.jpg,,no,,,,Not Applicable,,,,,,,,OK,736310095,f2d38fa3-5856-4196-9998-cded8f609af2,2026-04-27T05:13:38,no,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:f2d38fa3-5856-4196-9998-cded8f609af2,,V120,BMSCA
262,258,2026-04-27T09:50:51.047+05:30,2026-04-27T09:53:53.794+05:30,,,yes__i_feel_safe_to_conduct_audit,A50,lhs,"12.9516361, 77.5427516",12.9516361,77.5427516,,,,no,1777263725020.jpg,,No,,,,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1777263772233.jpg,,,Yes,Household (mostly),,1777263795048.jpg,,No,No waste,,,,no,,,,Not Applicable,,,,,,,,OK,736310071,fd7c2097-628f-4206-a024-b2c757d7f5d0,2026-04-27T05:13:36,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:fd7c2097-628f-4206-a024-b2c757d7f5d0,,V120,BMSCA
263,257,2026-04-27T09:33:06.740+05:30,2026-04-27T09:36:37.289+05:30,,,no__do_not_want_to_conduct_survey,A50,rhs,"12.9514842, 77.5455917",12.9514842,77.5455917,,,,no,,,Yes,1777262696554.jpg,,,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1777262728592.jpg,,,Yes,Household (mostly),,1777262754346.jpg,,Yes,Household (mostly),,1777262772498.jpg,,no,,,,Not Applicable,,,,,,,,OK,736310051,73e9a673-e432-453d-adfd-c8cb9d659382,2026-04-27T05:13:34,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:73e9a673-e432-453d-adfd-c8cb9d659382,,V120,BMSCA
264,256,2026-04-27T09:19:49.500+05:30,2026-04-27T09:22:32.361+05:30,,,yes__i_feel_safe_to_conduct_audit,A50,rhs,"12.9518797, 77.5486688",12.9518797,77.5486688,,,,no,,,Yes,1777261868380.jpg,,,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1777261904668.jpg,,,Yes,Commercial Mostly,,1777261921243.jpg,,Yes,Commercial (mostly),,1777261939074.jpg,,no,,,,Idols,,,,,,1777261992121.jpg,,OK,736310028,57199ef6-8b20-4ced-a5f4-5bae3fcdd7fb,2026-04-27T05:13:31,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:57199ef6-8b20-4ced-a5f4-5bae3fcdd7fb,,V120,BMSCA
265,255,2026-04-27T08:53:14.274+05:30,2026-04-27T08:58:19.284+05:30,,,yes__i_feel_safe_to_conduct_audit,A50,lhs,"12.9519218, 77.5513576",12.9519218,77.5513576,,,,yes,1777260368202.jpg,,No,,,,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1777260425114.jpg,,,Yes,Commercial Mostly,,1777260463501.jpg,,No,No waste,,,,yes,,,,Not Applicable,,,,,,,,OK,736309999,d9f1600a-e8ee-499b-a356-fa5cd06dd82e,2026-04-27T05:13:29,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:d9f1600a-e8ee-499b-a356-fa5cd06dd82e,,V120,BMSCA
266,254,2026-04-27T08:31:42.477+05:30,2026-04-27T08:42:14.202+05:30,,,yes__i_feel_safe_to_conduct_audit,A50,rhs,"12.9519725, 77.554644",12.9519725,77.554644,,,,yes,1777259303719.jpg,,Yes,1777259329209.jpg,,,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1777259428655.jpg,,,Yes,Household (mostly),,1777259466678.jpg,,Yes,Household (mostly),,1777259503031.jpg,,yes,,,,Not Applicable,,,,,,,,OK,736309977,d2e30bd2-f1eb-402d-8ff8-bba4a9cd12e0,2026-04-27T05:13:26,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:d2e30bd2-f1eb-402d-8ff8-bba4a9cd12e0,,V120,BMSCA
267,262,2026-04-27T10:35:22.297+05:30,2026-04-27T10:41:27.958+05:30,,,yes__i_feel_safe_to_conduct_audit,A54,rhs,"12.9581849, 77.5435507",12.9581849,77.5435507,,,,yes,1777266487761.jpg,,Yes,1777266511839.jpg,,,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1777266578652.jpg,,,Yes,Mixed,Sewage,1777266617771.jpg,,Yes,Commercial (mostly),,1777266649136.jpg,,no,,,,Not Applicable,,,,,,1777266683717.jpg,,OK,736308985,ac92207d-4a56-49e1-9c51-2c0a6e6d1328,2026-04-27T05:11:44,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:ac92207d-4a56-49e1-9c51-2c0a6e6d1328,V100,,BMSCA
268,253,2026-04-27T10:34:18.338+05:30,2026-04-27T10:37:11.052+05:30,,,no__do_not_want_to_conduct_survey,A55,lhs,"12.9554501, 77.5419727",12.9554501,77.5419727,,,,Cannot see,1777266348217.jpg,,Yes,1777266357252.jpg,,Dumping,Flowing,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1777266383337.jpg,,,Yes,Mixed,Dumping,1777266397966.jpg,,Yes,Mixed,Extensive dumping,1777266412976.jpg,,no,,,,Not Applicable,,,,,,1777266427810.jpg,,OK,736307543,9115176b-60f6-433c-a44f-97de27a59312,2026-04-27T05:09:09,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:9115176b-60f6-433c-a44f-97de27a59312,V100,,BMSCA
269,249,2026-04-27T10:32:07.205+05:30,2026-04-27T10:35:05.405+05:30,,,yes__i_feel_safe_to_conduct_audit,A51,rhs,"12.9567758, 77.5427364",12.9567758,77.5427364,,,,yes,1777266202148.jpg,,Yes,1777266202148.jpg,,,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1777266232198.jpg,,,Yes,Household (mostly),dumping,1777266255659.jpg,,Yes,Construction Debris,,1777266294944.jpg,,no,,,,Not Applicable,,,,,,,,OK,736307304,7047ce02-67ab-4e10-9ce2-9a57c70ae8ed,2026-04-27T05:08:45,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:7047ce02-67ab-4e10-9ce2-9a57c70ae8ed,V100,,BMSCA
270,248,2026-04-27T10:20:52.645+05:30,2026-04-27T10:24:05.232+05:30,,,yes__i_feel_safe_to_conduct_audit,A51,rhs,"12.95413, 77.5413841",12.95413,77.5413841,,,,no,,,Yes,1777265524933.jpg,,,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1777265559553.jpg,,,Yes,Household (mostly),dumping,1777265583787.jpg,,No,No waste,,,,yes,,,,Not Applicable,,,,,,,,OK,736307286,ac9676bf-0a3d-4f22-b71b-5da48ee7ba95,2026-04-27T05:08:43,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:ac9676bf-0a3d-4f22-b71b-5da48ee7ba95,V100,,BMSCA
271,247,2026-04-27T09:58:43.133+05:30,2026-04-27T10:04:44.521+05:30,,,yes__i_feel_safe_to_conduct_audit,A51,lhs,"12.9521631, 77.5425011",12.9521631,77.5425011,,,,no,1777264282849.jpg,,No,1777264340334.jpg,,,Stagnant,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1777264400677.jpg,,,Yes,Household (mostly),dumping,1777264428141.jpg,,Yes,Construction Debris,,1777264465283.jpg,,yes,,,,Not Applicable,,,,,,,,OK,736307223,b671bb64-9f84-4fe2-b807-a4af251c1355,2026-04-27T05:08:37,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:b671bb64-9f84-4fe2-b807-a4af251c1355,,V120,BMSCA
272,246,2026-04-27T09:41:02.134+05:30,2026-04-27T09:45:27.290+05:30,,,yes__i_feel_safe_to_conduct_audit,A51,rhs,"12.9511447, 77.5451015",12.9511447,77.5451015,,,,yes,1777263141611.jpg,,Yes,1777263157218.jpg,,,Stagnant,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1777263215633.jpg,,,Yes,Household (mostly),dumping,1777263242163.jpg,,Yes,Household (mostly),dumping,1777263279966.jpg,,yes,,,,Idols,,,,,,1777263317446.jpg,,OK,736307146,d2012317-887e-4ca3-a51d-388b9cb2e89b,2026-04-27T05:08:31,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:d2012317-887e-4ca3-a51d-388b9cb2e89b,,V120,BMSCA
273,245,2026-04-27T09:22:42.314+05:30,2026-04-27T09:27:30.123+05:30,,,yes__i_feel_safe_to_conduct_audit,A51,rhs,"12.9519083, 77.5482567",12.9519083,77.5482567,,,,no,,,Yes,1777262081349.jpg,,overgrowth,Stagnant,Black or grey water,Greenish,Opaque,No Odour,1777262144044.jpg,,,Yes,Household (mostly),houses bordering,1777262182490.jpg,,Yes,Household (mostly),dumping,1777262217291.jpg,,no,,,,Not Applicable,,,,,,,,OK,736307077,f45533d8-1ce9-4b30-bdde-966a78df25a8,2026-04-27T05:08:26,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:f45533d8-1ce9-4b30-bdde-966a78df25a8,,V120,BMSCA
274,244,2026-04-27T09:05:15.940+05:30,2026-04-27T09:10:55.835+05:30,,,yes__i_feel_safe_to_conduct_audit,A51,rhs,"12.9522312, 77.55136",12.9522312,77.55136,,,,no,,,Yes,1777261037900.jpg,,broken corner for unauthorized water inlet,Flowing,Black or grey water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1777261170398.jpg,,,Yes,Household (mostly),houses bordering the drain,1777261207852.jpg,,Yes,Household (mostly),dumping,1777261242374.jpg,,no,,,,Not Applicable,,,,,,,,OK,736307017,a3e26fc5-c69b-444b-bc15-4958f33ca650,2026-04-27T05:08:21,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:a3e26fc5-c69b-444b-bc15-4958f33ca650,,V120,BMSCA
275,240,2026-04-27T10:01:11.777+05:30,2026-04-27T10:04:20.182+05:30,,,yes__i_feel_safe_to_conduct_audit,A55,rhs,"12.9527669, 77.5415561",12.9527669,77.5415561,,,,yes,1777264338464.jpg,,No,1777264353286.jpg,,No,Flowing,Solid Particles Or Oily Film On Water,Other Colour,Opaque,Strong smell of sewage (unable to stand near the SWD),1777264391029.jpg,,,Yes,Mixed,Dumping,1777264412640.jpg,,Yes,Mixed,Dumping,1777264433070.jpg,,no,,,,Not Applicable,,,,,,1777264453080.jpg,,OK,736306988,d275d577-c57d-4ac0-b683-6d8ac7480e2a,2026-04-27T05:08:18,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:d275d577-c57d-4ac0-b683-6d8ac7480e2a,,V120,BMSCA
276,243,2026-04-27T08:35:13.291+05:30,2026-04-27T08:57:51.486+05:30,,,yes__i_feel_safe_to_conduct_audit,A51,rhs,"12.951705, 77.5537433",12.951705,77.5537433,,,,yes,1777259893287.jpg,,No,,,Two platforms on either side of flowing water throughout the length of the drain,Flowing,Black or grey water,Greenish,Cloudy,Less odour (I am able to stand near the SWD),1777260161726.jpg,,,Yes,Household (mostly),"dumping of small amounts.
collection of garbage near road edge piles up to eventually fall into drain.",1777260344547.jpg,,Yes,E Waste,"abandoned vehicles.
small dumping site",1777260444257.jpg,,no,,,,Not Applicable,,,,,,,,OK,736306984,4fd4707b-45f7-4812-a337-0510b8d74f8e,2026-04-27T05:08:18,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:4fd4707b-45f7-4812-a337-0510b8d74f8e,,V120,BMSCA
277,236,2026-04-27T08:57:24.574+05:30,2026-04-27T09:04:54.336+05:30,,,no__do_not_want_to_conduct_survey,A55,rhs,"12.9519587, 77.5496363",12.9519587,77.5496363,,,,Cannot see,1777260699612.jpg,,No,1777260720894.jpg,,Chemical reactions ,Flowing,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1777260829949.jpg,,,Yes,Mixed,Dumping,1777260855119.jpg,,Yes,Mixed,Dumping,1777260871713.jpg,,no,,,,Not Applicable,,,,,,1777260889899.jpg,,OK,736306608,98e0d847-6b8c-476c-b076-464a261927d4,2026-04-27T05:07:44,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:98e0d847-6b8c-476c-b076-464a261927d4,,V120,BMSCA
278,242,2026-04-27T10:23:46.741+05:30,2026-04-27T10:27:19.222+05:30,,,yes__i_feel_safe_to_conduct_audit,A54,rhs,"12.9556284, 77.5417291",12.9556284,77.5417291,,,,yes,1777265696348.jpg,,Yes,1777265719744.jpg,,Lot of waste ,Flowing,Black or grey water,Greenish,Cannot see,Less odour (I am able to stand near the SWD),1777265787475.jpg,,,Yes,Mixed,,1777265808093.jpg,,Yes,Mixed,,1777265826260.jpg,,no,,,,Not Applicable,,,,,,,,OK,736300108,738b7970-135a-4e28-848d-ac3063e2e2a7,2026-04-27T04:57:34,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:738b7970-135a-4e28-848d-ac3063e2e2a7,V100,,BMSCA
279,241,2026-04-27T10:05:13.291+05:30,2026-04-27T10:10:20.119+05:30,,,yes__i_feel_safe_to_conduct_audit,A54,lhs,"12.9527216, 77.5415449",12.9527216,77.5415449,,,,yes,1777264598741.jpg,,Yes,1777264648683.jpg,,,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1777264726589.jpg,,,Yes,Mixed,,1777264769780.jpg,,Yes,Mixed,,1777264805432.jpg,,no,,,,Not Applicable,,,,,,,,OK,736292304,91bf8fbc-91af-4c8c-bce1-9578935b91b7,2026-04-27T04:40:31,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:91bf8fbc-91af-4c8c-bce1-9578935b91b7,,V120,BMSCA
279,335,2026-04-08T14:41:30.970+05:30,2026-04-08T15:13:02.529+05:30,,,"Yes, I feel safe to conduct the audit",A46,Right hand side (RHS),"13.0121214, 77.5358545",13.0121214,77.5358545,,,,yes,1775640225327.jpg,https://kf.kobotoolbox.org/api/v2/assets/a2zZGkaqMaKSbmAkp5SgQ6/data/719227740/attachments/attrR8RamiaNXQTM9fDpAHoj/,No,,,There is a manhole at the base of the SWD and there is a squarish inlet on the retaining wall,Flowing,Black or grey water,Black,Opaque,Strong Smell  Not Necessarily Sewage,1775640583693.jpg,,,Yes,Household (mostly),"Nearby houses, residences or local markets ",1775641259242.jpg,,Yes,Household (mostly),Littering ,1775641348973.jpg,,No,,,,Not applicable,,,,,,,,OK,719227740,390eaa20-8c1d-45aa-ac66-34f9cc0d1b39,08-04-2026,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:390eaa20-8c1d-45aa-ac66-34f9cc0d1b39,,V205,MSRIT
280,239,2026-04-27T09:55:50.537+05:30,2026-04-27T09:59:41.821+05:30,,,yes__i_feel_safe_to_conduct_audit,A54,rhs,"12.9516063, 77.5492894",12.9516063,77.5492894,,,,no,,,Yes,1777264002497.jpg,,No,Flowing,Black or grey water,Black,Cannot see,Strong Smell  Not Necessarily Sewage,1777264075063.jpg,,,Yes,Mixed,Sewage house hold,1777264114897.jpg,,Yes,Household (mostly),,1777264141940.jpg,,no,,,,Benches,,,,,,1777264175832.jpg,,OK,736288464,44a4c7e1-2a59-415f-a2c9-ac673086f271,2026-04-27T04:30:02,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:44a4c7e1-2a59-415f-a2c9-ac673086f271,,V120,BMSCA
281,238,2026-04-27T09:49:13.329+05:30,2026-04-27T09:53:23.156+05:30,,,yes__i_feel_safe_to_conduct_audit,A54,rhs,"12.9518677, 77.5438321",12.9518677,77.5438321,,,,yes,1777263606214.jpg,,No,,,Its safe,Flowing,Black or grey water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1777263694237.jpg,,,Yes,Mixed,,1777263729088.jpg,,No,No waste,From bus dipo,,,no,,,,Not Applicable,,,,,,1777263798849.jpg,,OK,736286525,014c417b-5151-4e8f-b00c-7eae192c70fd,2026-04-27T04:23:37,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:014c417b-5151-4e8f-b00c-7eae192c70fd,,V120,BMSCA
282,252,2026-04-27T09:39:55.262+05:30,2026-04-27T09:42:36.560+05:30,,,no__do_not_want_to_conduct_survey,A55,rhs,"12.9516134, 77.5442753",12.9516134,77.5442753,,,,no,,,Yes,1777263050792.jpg,,"Garbage , no rcc wall , ",Flowing,Black or grey water,Greenish,Opaque,Strong Smell  Not Necessarily Sewage,1777263098006.jpg,,,Yes,Household (mostly),Residential building ss,1777263120691.jpg,,Yes,Household (mostly),Yes residential buildings near by ,1777263142308.jpg,,no,,,,Not Applicable,,,,,,,,OK,736283034,602e42ce-68e0-42a5-bc28-35a294eaa9a3,2026-04-27T04:13:10,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:602e42ce-68e0-42a5-bc28-35a294eaa9a3,,V120,BMSCA
